,q_day
1988/4/26,465.8544492228355
1988/5/19,135.2957925340733
1988/6/13,412.4703140697891
1988/6/20,228.01287768901497
1988/9/8,1212.3268196830727
1989/5/22,170.91223712353107
1989/5/31,192.94896539549163
1989/6/16,762.5684990508178
1989/7/9,495.53944177446806
1989/8/3,1743.9887108239643
1989/8/26,2023.608922500175
1989/9/11,2076.9905532003813
1989/9/27,2072.396348363795
1989/10/6,979.3457349263828
1989/10/13,383.35580556383184
1990/4/16,27.97480229583276
1990/5/18,256.5971575653706
1990/5/25,803.1871796478773
1990/6/3,1243.8428672144064
1990/6/10,1209.514813076188
1990/7/5,1085.9314643190407
1990/7/12,719.7526473394314
1990/7/21,872.5321108949422
1990/8/13,1900.8097280796324
1990/8/22,1955.154103316502
1990/8/29,1590.4977009342367
1990/10/16,277.42944448158767
1991/4/26,53.482419822487714
1991/5/12,167.0521583914266
1991/5/21,114.62172906790406
1991/6/22,188.0346691056901
1991/6/29,234.73467820795773
1991/7/8,191.65747047356584
1991/7/31,1233.1529217595123
1991/10/12,118.51978477251517
1992/4/21,42.18175937991858
1992/5/23,100.1540849643814
1992/5/30,241.17387258727115
1992/6/8,665.2908692407377
1992/6/15,653.9228651108316
1992/6/24,171.03442533101892
1992/9/3,399.31986995912746
1992/9/12,323.17272595425266
1992/9/28,467.044058622942
1993/4/15,24.19972938957136
1993/4/24,28.59864586788886
1993/5/1,641.6985621157712
1993/5/10,79.43259201469037
1993/5/17,96.00544325417432
1993/6/2,44.49578137862513
1993/6/18,182.5625462913653
1993/7/20,641.0520048711402
1993/9/22,1274.3948304175435
1994/4/27,739.3668283543747
1994/5/13,99.0257121788084
1994/5/29,74.17319251138525
1994/8/24,939.0643186988332
1994/9/9,1167.8126817716616
1994/9/18,1307.980437301706
1995/4/21,206.42802650930733
1995/6/1,175.4807426121878
1995/6/8,94.35201114247911
1995/6/24,93.10645629268912
1995/7/3,236.8899221792228
1995/7/26,1870.3075741685868
1995/8/4,526.2499236841786
1995/9/21,1357.6931961157504
1995/10/14,543.8415561815739
1996/4/23,861.3603876739996
1996/5/9,280.7211546340777
1996/5/25,65.49123042264887
1996/6/10,317.962947637963
1996/7/5,59.57225504129865
1996/7/21,890.4251270625635
1996/8/29,1665.4565416703283
1996/10/9,65.0302108148208
1997/4/26,509.245678814724
1997/5/5,140.23439531618652
1997/5/21,30.253447285019814
1997/6/13,77.02610542303438
1997/6/22,36.12622932373361
1997/7/8,62.90446307544456
1997/7/24,147.79823666298546
1997/8/9,512.0240211971019
1997/8/25,1427.0571519457476
1997/9/26,36.13825601066854
1997/10/19,23.773411561223405
1997/11/4,43.457647183002486
