,q_day
1988/4/26,340.3950411379151
1988/5/3,803.9156656815995
1988/5/19,171.37936637652234
1988/6/13,1031.4179896729845
1988/6/20,319.598092918021
1988/6/29,412.2849836720887
1988/8/7,1123.7363516550292
1988/9/8,1943.9202775219976
1988/9/24,1764.1276615131046
1989/5/22,307.87822324078235
1989/5/31,197.65892421325825
1989/7/2,294.8287546358953
1989/7/9,731.3148912289287
1989/8/3,1961.551495155512
1989/8/10,1897.7174828710024
1989/8/26,1941.9774392831264
1989/9/11,2021.5382224140892
1989/9/27,1992.982362040965
1989/10/13,53.25550920267228
1990/1/26,70.68267587390696
1990/2/2,48.84888855732179
1990/5/25,880.2758248500546
1990/7/5,1364.036815348522
1990/7/12,1765.412035459271
1990/8/13,1893.086430402383
1990/8/22,1907.5828865052092
1990/10/16,761.1406681515247
1991/1/4,53.03627020650598
1991/5/12,450.6085851313128
1991/5/21,316.0697866977005
1991/6/22,595.3790414660441
1991/6/29,486.725328163412
1991/7/8,459.1032684388133
1991/7/15,442.53463505879694
1991/7/31,1267.2501646499757
1991/8/9,564.8854691662294
1991/8/25,1349.8027819875197
1991/9/1,568.8401710362119
1991/9/17,1041.7538703015375
1991/9/26,609.8839610232474
1991/10/12,135.60541251030702
1992/4/21,71.99634179058786
1992/5/23,158.42728806403366
1992/5/30,346.2164600440357
1992/6/8,1059.4673195282032
1992/6/15,766.9428489520776
1992/6/24,465.2757729293057
1992/7/17,252.68738985096672
1992/8/18,1764.4868147443012
1992/9/3,975.0320346559027
1992/9/12,853.4936138127911
1992/12/24,66.33500750102365
1993/4/15,55.741688025937705
1993/5/1,1096.283347523925
1993/5/17,291.31765318938545
1993/5/26,231.06912437178983
1993/6/2,307.4262750040393
1993/6/18,420.9530673183884
1993/7/13,759.1160322011007
1993/7/20,216.2102936857814
1993/9/22,1209.7094954197005
1994/4/27,1074.2812300983878
1994/5/20,262.17333765906875
1994/5/29,418.542016060935
1994/6/5,841.6603252501739
1994/6/30,1109.7458589918535
1994/8/24,1129.0814356036642
1994/9/18,1206.5809984311172
1994/9/25,1108.593947066484
1995/6/8,452.3427943780116
1995/6/24,452.88867617547055
1995/7/3,845.5082679068173
1995/7/26,1171.022162477161
1995/9/21,1134.016581561801
1995/10/14,1232.6251558160209
1996/1/27,68.79267060907543
1996/4/23,1283.2709673799652
1996/5/2,1147.7827434781568
1996/5/9,562.4496429695155
1996/5/25,579.741434617855
1996/6/3,547.3460301176057
1996/6/10,919.5534910982958
1996/7/5,221.83380184865305
1996/7/21,1159.3246481511596
1996/8/13,1199.1443877635684
1996/8/29,1352.981140216814
1996/9/30,647.2109200277469
1997/4/26,929.5124686481836
1997/5/5,511.8114921183178
1997/5/21,82.4237457949997
1997/6/13,255.28681738889517
1997/6/22,76.94766895328986
1997/6/29,90.07357919077478
1997/7/8,359.4215557486104
1997/8/9,1147.0171540712586
1997/8/16,1239.8863209133624
1997/8/25,1174.9092257285947
1997/9/26,47.678466273506544
1997/10/12,87.55529285524196
