,q_day
1988/4/26,40.361116679009086
1989/5/31,160.6446849099871
1989/7/2,649.4568674621023
1989/9/20,3086.5754172710986
1989/10/22,134.27052543688947
1990/3/31,57.72032012291194
1990/5/18,663.915357160973
1990/6/3,1644.886881861625
1990/8/22,3259.8078212422483
1990/10/25,482.3219309004845
1991/5/21,159.24559601168187
1991/6/22,513.6418306048593
1991/7/8,468.2780690364894
1992/4/21,687.4116240745589
1992/5/7,262.60074242521654
1992/5/23,147.7964267151772
1992/6/8,196.93839907281665
1992/6/24,399.5980401044459
1992/9/28,994.0841683951896
1994/4/27,1130.4788106475887
1994/5/29,81.0218410148391
1994/8/17,1444.1558944090102
1994/9/2,1870.2028671288049
1994/9/18,1692.2774717639018
1994/10/4,1571.3405255242087
1995/7/3,483.6278991908678
1995/9/21,1307.888410305427
1996/7/5,199.83122512488063
