,q_day
1988/5/7,821.250075637849
1988/9/12,2275.689597276667
1989/4/24,1126.3732085089423
1990/9/2,2278.10501449874
1991/5/16,874.3190637186292
1992/4/16,209.4195984594269
1992/5/2,290.8633228623946
1992/5/18,370.006970883428
1992/6/19,103.6697795010362
1992/7/5,56.57044284641147
1992/9/23,804.735604168473
1994/4/22,1240.9591252270516
1994/5/8,992.8003995701206
1994/9/13,519.2232586074101
1994/10/31,589.0715657134459
1995/4/9,709.0158766311641
1995/4/25,464.89745079378434
1996/9/2,1343.400086666415
1996/10/4,500.95514594958246
1997/3/29,1041.4042744557971
1997/6/1,56.78144016807952
1997/9/21,433.7344747217082
1997/10/7,274.84278645981993
