,q_day
1988/4/26,625.0
1989/5/31,199.0
1989/7/2,457.0
1989/9/20,2710.0
1989/10/22,691.0
1990/3/31,1200.0
1990/5/18,257.0
1990/6/3,623.0
1990/8/22,1490.0
1990/10/25,686.0
1991/5/21,189.0
1991/6/22,498.0
1991/7/8,210.0
1992/4/21,424.0
1992/5/7,400.0
1992/5/23,122.0
1992/6/8,198.0
1992/6/24,309.0
1992/9/28,707.0
1994/4/27,775.0
1994/5/29,96.09999847
1994/8/17,1890.0
1994/9/2,1850.0
1994/9/18,904.0
1994/10/4,715.0
1995/7/3,171.0
1995/9/21,1180.0
1996/7/5,112.0
