,q_day
1988/4/12,1495.9470905348423
1988/4/28,704.8388047891083
1988/5/14,1014.0341303147908
1988/9/19,157.6581965085234
1988/10/5,334.0970885735206
1988/11/6,570.4902864018804
1989/5/1,1984.3855698919288
1989/5/17,757.1910495659082
1989/6/2,449.14779691639785
1989/6/18,466.4208551403548
1989/8/21,3118.9323242555474
1989/9/6,3716.1729763225535
1989/9/22,2862.6835779696567
1989/10/8,133.27036155705295
1989/10/24,345.7829727256564
1990/5/4,3451.7502143560578
1990/6/5,278.56355438934554
1990/6/21,192.2930984663883
1990/7/7,141.5746921392413
1990/8/24,845.6791881149729
1991/6/8,4487.229459750088
1991/8/11,193.4110110315397
1991/9/12,366.9631362856752
1992/4/23,371.9221938553605
1992/6/10,151.79233819451267
1992/7/28,3889.355979085876
1992/10/16,792.2418930874202
1993/9/1,2174.9113233112885
1993/10/19,523.813782355191
1994/7/2,2262.014344578232
1994/8/3,66.09427093033912
1994/8/19,1354.0447981851007
1994/10/22,875.842586483779
1995/6/19,65.0716960399582
1995/9/23,1086.3531829944584
1995/10/25,238.6797372766146
1996/5/4,297.80897483905994
1996/5/20,203.37795771090103
1996/8/8,3600.174588678092
1996/10/27,168.82573562611114
1997/4/5,516.6919228179173
1997/5/23,84.50410836693234
1997/8/27,1203.5500094260558
1997/9/28,597.4257574936595
