,q_day
1988/6/11,941.7915163391384
1988/7/29,457.4984562082786
1988/8/14,1588.4632949429886
1988/9/15,614.1871778643585
1988/12/20,66.25001624637612
1989/5/29,130.31697619546267
1989/6/14,720.4779533787269
1990/6/17,952.9980148002156
1991/5/19,81.37128349217521
1991/6/20,377.6034672831283
1991/7/6,352.3459165815627
1991/8/23,1881.6316782945644
1991/9/8,380.2076864573064
1991/9/24,253.25866079286143
1992/5/21,93.61803658740769
1992/7/24,747.9587108636014
1992/8/9,2135.083747228146
1992/8/25,1017.397936982281
1992/9/26,495.0851593483064
1993/5/24,96.69537788302044
1993/9/29,311.8454071525123
1994/4/25,1205.5121583068642
1994/5/27,145.15963804477042
1994/7/14,1652.433070944968
1994/8/31,1884.724972486982
1995/7/1,227.968697372381
1995/8/2,870.6687336784244
1995/8/18,1987.694308412462
1996/6/17,66.19575412314643
1996/7/3,47.906853402581184
1996/9/5,354.2544731445421
1996/9/21,317.6725957091592
1997/5/3,66.24788874909616
1997/5/19,88.76693383413756
1997/9/24,595.1562342756812
1997/10/10,149.17312935290366
