,q_day
1988/6/29,2250.2655571283526
1988/9/17,2485.6446857937854
1989/5/31,657.7981926896457
1989/7/2,836.3844477678998
1989/9/20,4120.560285724335
1989/10/22,1622.9729717144633
1990/3/31,198.6029303448108
1990/5/18,3791.518723601647
1990/6/3,2071.141429066282
1990/8/22,3618.284248406329
1990/9/7,3445.6002128154605
1990/10/25,3018.7039124631933
1991/6/22,3241.5088428213508
1991/9/26,424.9740946191357
1992/5/23,224.8142182202224
1992/6/8,397.7056401617622
1992/6/24,2589.918358890627
1992/7/26,3281.103598183051
1993/10/17,4105.643864696495
1994/4/27,3738.4429564144502
1995/4/30,960.0005976718792
1995/6/17,202.61084519901803
1995/7/3,51.78856657124192
1995/9/21,3320.63529457654
1996/5/18,108.00037750972156
1996/7/5,717.4230578380754
1996/7/21,254.4558445880636
1996/10/9,2887.580443411297
1997/7/8,670.6687327501842
1997/8/25,2142.346660815321
1997/9/26,2512.089108468401
1997/10/12,1321.401647955064
