,q_day
1988/5/7,1248.2420545338962
1988/9/12,4428.221575088084
1989/4/24,1748.4394873680749
1990/9/2,4442.557401962126
1991/5/16,1321.1329833962243
1992/4/16,294.7184643642422
1992/5/2,416.5016820992964
1992/5/18,536.8684890862685
1992/6/19,140.06258493472768
1992/7/5,56.646512725479695
1992/9/23,1209.149456505149
1994/4/22,1920.557384294957
1994/5/8,1525.0117285841254
1994/9/13,765.5631817381189
1994/10/31,868.9636318237623
1995/4/9,1064.9460139453065
1995/4/25,684.5975233671015
1996/9/2,2086.70535168804
1996/10/4,734.0117958158646
1997/3/29,1597.5288567435543
1997/6/1,57.71891932486562
1997/9/21,632.8455680359882
1997/10/7,391.5887160163629
