,q_day
1988/5/1,328.1398842694399
1988/5/17,591.5005958920922
1988/6/18,626.0418066184557
1988/8/5,654.5225333246931
1988/9/6,957.6331091090952
1988/10/8,1049.652989225496
1989/4/18,582.1728508524674
1989/5/20,757.4340345285036
1989/7/7,678.2458494181378
1989/8/8,1275.7571406636189
1989/8/24,1542.2678452499356
1989/10/11,1210.4102299455606
1990/5/7,916.1529140034166
1990/5/23,1080.411696195816
1990/6/8,952.8260303921412
1990/7/10,583.2936740294962
1990/10/14,1219.5200662291709
1991/4/8,587.6914209764091
1991/4/24,476.7058214258815
1991/6/27,388.6643623327892
1991/7/13,719.7822907519172
1991/8/30,933.5365813703528
1991/9/15,883.4521478778439
1991/10/17,338.73866563966413
1992/4/26,367.7615698321875
1992/6/29,677.1201502335143
1992/7/15,332.9817190364241
1992/7/31,790.2449138516149
1992/8/16,754.4189139783217
1992/9/1,846.8565319833112
1992/9/17,1026.98658990909
1993/6/16,588.3171813792633
1993/7/2,672.2589569784725
1993/9/4,949.3248640776008
1993/9/20,1103.515971886762
1993/10/6,1373.5221670866215
1994/7/21,685.2467358058735
1994/8/22,940.121774379747
1994/9/23,1035.0338672754403
1995/6/6,382.86699870805177
1995/6/22,615.3848523361918
1995/9/10,935.564247878226
1996/4/21,62.06236233683579
1996/5/7,381.7616334678949
1996/8/11,803.1834324129231
1996/8/27,1013.5021930131962
1996/9/12,729.1272486153607
1996/10/14,1240.309168400494
1997/4/24,277.5768465477187
1997/5/26,663.2721149729457
1997/10/1,733.772971056614
1997/10/17,869.4891648080483
