,q_day
1988/6/11,1121.52046928324
1988/7/29,556.6260311642706
1988/8/14,1936.8056010998105
1988/9/15,818.7767562821585
1988/12/20,81.09524976715407
1989/5/29,156.60989272696858
1989/6/14,902.8046638442776
1990/6/17,1180.0670501089571
1991/5/19,98.3253423645032
1991/6/20,455.0761453062107
1991/7/6,417.2005017709451
1991/8/23,2319.763088360275
1991/9/8,469.6124189125184
1991/9/24,330.8449360051651
1992/5/21,108.69839560172404
1992/7/24,913.8117288575028
1992/8/9,2628.8078585592066
1992/8/25,1254.1265515931443
1992/9/26,663.4044359427409
1993/5/24,108.6533584155901
1993/9/29,411.3257317098416
1994/4/25,1472.360234489251
1994/5/27,172.11294649377618
1994/7/14,2008.246293884937
1994/8/31,2360.545075767581
1995/7/1,273.34550278196656
1995/8/2,1064.9683807377037
1995/8/18,2495.5527541880083
1996/6/17,78.30868005716162
1996/7/3,54.87723905862461
1996/9/5,436.0698176740125
1996/9/21,410.9718681046171
1997/5/3,79.99580257685818
1997/5/19,100.71947448554516
1997/9/24,745.2259349985135
1997/10/10,182.35610641977783
