,q_day
1988/4/26,482.60474349112064
1988/5/3,1121.4782411868562
1988/5/19,244.0884923507512
1988/6/13,1425.362700875154
1988/6/20,454.32719863184894
1988/6/29,572.7527232497554
1988/8/7,1550.877899479551
1988/9/8,2569.5259455451837
1988/9/24,2417.679354975762
1989/5/22,435.3309310175052
1989/5/31,281.9031407468027
1989/7/2,421.5864112660506
1989/7/9,1011.6777305538834
1989/8/3,2604.5529301541023
1989/8/10,2516.691048675627
1989/8/26,2576.3079816575246
1989/9/11,2662.342235063057
1989/9/27,2632.789667925732
1989/10/13,81.61787089468518
1990/1/26,104.0036934969618
1990/2/2,76.58818627782573
1990/5/25,1197.4255257587015
1990/7/5,1861.3878527047584
1990/7/12,2360.642344450119
1990/8/13,2506.2057573125003
1990/8/22,2521.3115465408114
1990/10/16,1067.5416787243212
1991/1/4,83.40539515881107
1991/5/12,635.6648139274491
1991/5/21,447.1438650828375
1991/6/22,833.9919283924579
1991/6/29,688.9255642196617
1991/7/8,646.6270040528203
1991/7/15,619.4030576080356
1991/7/31,1734.9232380306155
1991/8/9,779.8791701728452
1991/8/25,1836.8362546079995
1991/9/1,785.3651832276744
1991/9/17,1436.068089859839
1991/9/26,849.9950009310489
1991/10/12,208.07556209783093
1992/4/21,105.2003846130326
1992/5/23,231.66848686884023
1992/5/30,492.5118677512372
1992/6/8,1457.8486244079786
1992/6/15,1073.1099175380875
1992/6/24,650.4716769037457
1992/7/17,361.1834616951599
1992/8/18,2364.7959160634896
1992/9/3,1338.8214857005528
1992/9/12,1161.0634595852962
1992/12/24,106.36030793737211
1993/4/15,82.54730732160722
1993/5/1,1519.211614492821
1993/5/17,417.9654930224444
1993/5/26,330.4826762487038
1993/6/2,436.3348614323159
1993/6/18,589.6577056662255
1993/7/13,1051.4834690529287
1993/7/20,295.0766228940571
1993/9/22,1757.5732402064564
1994/4/27,1484.0997914928855
1994/5/20,372.4235456283547
1994/5/29,586.785394182945
1994/6/5,1171.6687871494703
1994/6/30,1518.1592060936473
1994/8/24,1515.527578562374
1994/9/18,1652.0295502286094
1994/9/25,1565.7522568665186
1995/6/8,634.7470137840127
1995/6/24,637.9062656490975
1995/7/3,1174.7239763805424
1995/7/26,1586.5347899857245
1995/9/21,1554.302860721458
1995/10/14,1734.529805223202
1996/1/27,107.51084585798476
1996/4/23,1775.8483008057613
1996/5/2,1568.1762730207297
1996/5/9,794.6310806183395
1996/5/25,806.681156205508
1996/6/3,767.9623293135611
1996/6/10,1268.6803290367177
1996/7/5,318.041782106267
1996/7/21,1587.2071683191689
1996/8/13,1629.7283801461078
1996/8/29,1829.870580932675
1996/9/30,953.1131198807868
1997/4/26,1286.7944963100836
1997/5/5,724.0700785726176
1997/5/21,118.46191699043771
1997/6/13,361.2379741741128
1997/6/22,112.70685915641874
1997/6/29,132.02249118853138
1997/7/8,507.99231421795525
1997/8/9,1573.1100107827594
1997/8/16,1691.9718344287562
1997/8/25,1593.8664693776316
1997/9/26,69.78511176922784
1997/10/12,137.548143122787
