,q_day
1988/5/1,341.21731194485585
1988/5/17,565.2489188719156
1988/6/18,792.0120869980778
1988/8/5,871.9733091512911
1988/9/6,1328.7456487474851
1988/10/8,1140.2501108175272
1989/4/18,652.808881410915
1989/5/20,737.1525967538115
1989/7/7,836.1648903348996
1989/8/8,1746.6120123954952
1989/8/24,2073.351941126888
1989/10/11,1379.384073525952
1990/5/7,947.200115457568
1990/5/23,1181.893642895748
1990/6/8,1095.867939986381
1990/7/10,979.5877372673298
1990/10/14,1422.1234906786458
1991/4/8,622.0545453324337
1991/4/24,396.8085833540232
1991/6/27,461.8199133718455
1991/7/13,993.4029477696736
1991/8/30,1096.5832854965593
1991/9/15,1144.741076131211
1991/10/17,455.2066803360455
1992/4/26,311.46954997949285
1992/6/29,759.2054974488037
1992/7/15,557.1995260516082
1992/7/31,1006.8286712550162
1992/8/16,966.0815117609388
1992/9/1,1088.3662361340162
1992/9/17,992.6981891725916
1993/6/16,628.8899975132815
1993/7/2,877.5154078530663
1993/9/4,1262.4097685275513
1993/9/20,1424.7710464678585
1993/10/6,1193.1231182849426
1994/7/21,846.9576216562602
1994/8/22,1287.9721999177334
1994/9/23,883.5996154101388
1995/6/6,378.6577109626746
1995/6/22,824.2297102193711
1995/9/10,1286.9944350255666
1996/4/21,69.74205920704088
1996/5/7,453.32836727437655
1996/8/11,995.3223967413236
1996/8/27,1365.086482287056
1996/9/12,869.979195137443
1996/10/14,1156.5827075428926
1997/4/24,281.9832360209304
1997/5/26,963.2818742198268
1997/10/1,906.6219674068984
1997/10/17,688.3455519548872
